Time,Emotion
2025-04-13 16:38:21,neutral
2025-04-13 16:38:22,neutral
2025-04-13 16:38:22,neutral
2025-04-13 16:38:22,neutral
2025-04-13 16:38:22,neutral
2025-04-13 16:38:23,neutral
2025-04-13 16:38:23,neutral
2025-04-13 16:38:23,neutral
2025-04-13 16:38:23,neutral
2025-04-13 16:38:24,neutral
2025-04-13 16:38:24,neutral
2025-04-13 16:38:24,neutral
2025-04-13 16:38:24,neutral
2025-04-13 16:38:25,neutral
2025-04-13 16:38:25,neutral
2025-04-13 16:38:25,neutral
2025-04-13 16:38:25,sad
2025-04-13 16:38:26,neutral
2025-04-13 16:38:26,neutral
2025-04-13 16:38:26,sad
2025-04-13 16:38:26,neutral
2025-04-13 16:38:26,neutral
2025-04-13 16:38:27,neutral
2025-04-13 16:38:27,neutral
2025-04-13 16:38:27,neutral
2025-04-13 16:38:27,neutral
2025-04-13 16:38:28,neutral
2025-04-13 16:38:28,neutral
2025-04-13 16:38:28,neutral
2025-04-13 16:38:28,neutral
2025-04-13 16:38:28,neutral
2025-04-13 16:38:29,neutral
2025-04-13 16:38:29,neutral
2025-04-13 16:38:29,neutral
2025-04-13 16:38:29,neutral
2025-04-13 16:38:30,neutral
2025-04-13 16:38:30,neutral
2025-04-13 16:38:30,sad
2025-04-13 16:38:30,neutral
2025-04-13 16:38:31,neutral
2025-04-13 16:38:31,neutral
2025-04-13 16:38:31,sad
2025-04-13 16:38:31,neutral
2025-04-13 16:38:32,neutral
2025-04-13 16:38:32,neutral
2025-04-13 16:38:32,neutral
2025-04-13 16:38:32,neutral
2025-04-13 16:38:33,neutral
2025-04-13 16:38:33,neutral
2025-04-13 16:38:33,neutral
2025-04-13 16:38:33,neutral
2025-04-13 16:38:34,sad
2025-04-13 16:38:34,neutral
2025-04-13 16:38:34,neutral
2025-04-13 16:38:34,neutral
2025-04-13 16:38:34,neutral
2025-04-13 16:38:35,neutral
2025-04-13 16:38:35,neutral
2025-04-13 16:38:35,neutral
2025-04-13 16:38:35,neutral
2025-04-13 16:38:36,neutral
2025-04-13 16:38:36,neutral
2025-04-13 16:38:36,neutral
2025-04-13 16:38:36,fear
2025-04-13 16:38:36,neutral
2025-04-13 16:38:37,neutral
2025-04-13 16:38:37,neutral
2025-04-13 16:38:37,neutral
2025-04-13 16:38:37,neutral
2025-04-13 16:38:37,neutral
2025-04-13 16:38:38,neutral
2025-04-13 16:38:38,neutral
2025-04-13 16:38:38,neutral
2025-04-13 16:38:38,neutral
2025-04-13 16:38:39,neutral
2025-04-13 16:38:39,neutral
2025-04-13 16:38:39,neutral
2025-04-13 16:38:39,neutral
2025-04-13 16:38:39,neutral
2025-04-13 16:38:40,neutral
2025-04-13 16:38:40,neutral
2025-04-13 16:38:40,neutral
2025-04-13 16:38:40,neutral
2025-04-13 16:38:41,neutral
2025-04-13 16:38:41,neutral
2025-04-13 16:38:41,neutral
2025-04-13 16:38:41,neutral
2025-04-13 16:38:41,neutral
2025-04-13 16:38:42,neutral
2025-04-13 16:38:42,neutral
2025-04-13 16:38:42,neutral
2025-04-13 16:38:42,neutral
2025-04-13 16:38:43,neutral
2025-04-13 16:38:43,fear
2025-04-13 16:38:43,neutral
2025-04-13 16:38:43,neutral
2025-04-13 16:38:44,neutral
2025-04-13 16:38:44,neutral
2025-04-13 16:38:44,neutral
2025-04-13 16:38:44,sad
2025-04-13 16:38:44,neutral
2025-04-13 16:38:45,neutral
2025-04-13 16:38:45,neutral
2025-04-13 16:38:45,neutral
2025-04-13 16:38:45,neutral
2025-04-13 16:38:46,neutral
2025-04-13 16:38:46,neutral
2025-04-13 16:38:46,neutral
2025-04-13 16:38:46,fear
2025-04-13 16:38:46,sad
2025-04-13 16:38:47,fear
2025-04-13 16:38:47,fear
2025-04-13 16:38:47,fear
2025-04-13 16:38:47,neutral
2025-04-13 16:38:47,fear
2025-04-13 16:38:47,fear
2025-04-13 16:38:47,fear
2025-04-13 16:38:47,fear
2025-04-13 16:38:48,fear
2025-04-13 16:38:48,fear
2025-04-13 16:38:48,fear
2025-04-13 16:38:48,fear
2025-04-13 16:38:48,fear
2025-04-13 16:38:48,fear
2025-04-13 16:38:49,neutral
2025-04-13 16:38:49,neutral
2025-04-13 16:38:49,neutral
2025-04-13 16:38:49,neutral
2025-04-13 16:38:49,fear
2025-04-13 16:38:49,neutral
2025-04-13 16:38:49,neutral
2025-04-13 16:38:50,neutral
2025-04-13 16:38:50,neutral
2025-04-13 16:38:50,neutral
2025-04-13 16:38:50,fear
2025-04-13 16:38:50,neutral
2025-04-13 16:38:50,neutral
2025-04-13 16:38:51,neutral
2025-04-13 16:38:51,neutral
2025-04-13 16:38:51,neutral
2025-04-13 16:38:51,neutral
2025-04-13 16:38:51,neutral
2025-04-13 16:38:51,neutral
2025-04-13 16:38:52,neutral
2025-04-13 16:38:52,neutral
2025-04-13 16:38:52,neutral
2025-04-13 16:38:52,neutral
2025-04-13 16:38:52,neutral
2025-04-13 16:38:53,neutral
2025-04-13 16:38:53,sad
2025-04-13 16:38:53,fear
2025-04-13 16:38:53,sad
2025-04-13 16:38:53,sad
2025-04-13 16:38:53,sad
2025-04-13 16:38:54,sad
2025-04-13 16:38:54,sad
2025-04-13 16:38:54,neutral
2025-04-13 16:38:54,neutral
2025-04-13 16:38:54,neutral
2025-04-13 16:38:54,neutral
2025-04-13 16:38:55,neutral
2025-04-13 16:38:55,sad
2025-04-13 16:38:55,sad
2025-04-13 16:38:55,fear
2025-04-13 16:38:55,neutral
2025-04-13 16:38:55,happy
2025-04-13 16:38:56,neutral
2025-04-13 16:38:56,neutral
2025-04-13 16:38:56,neutral
2025-04-13 16:38:57,fear
2025-04-13 16:38:57,sad
2025-04-13 16:38:57,neutral
2025-04-13 16:38:57,neutral
2025-04-13 16:38:57,neutral
2025-04-13 16:38:58,neutral
2025-04-13 16:38:58,neutral
2025-04-13 16:38:58,neutral
2025-04-13 16:38:58,neutral
2025-04-13 16:38:58,neutral
2025-04-13 16:38:58,neutral
2025-04-13 16:38:58,neutral
2025-04-13 16:38:59,neutral
2025-04-13 16:38:59,sad
2025-04-13 16:38:59,sad
2025-04-13 16:38:59,sad
2025-04-13 16:38:59,sad
2025-04-13 16:39:00,sad
2025-04-13 16:39:00,sad
2025-04-13 16:39:00,sad
2025-04-13 16:39:00,sad
2025-04-13 16:39:00,sad
2025-04-13 16:39:00,sad
2025-04-13 16:39:01,neutral
2025-04-13 16:39:01,neutral
2025-04-13 16:39:01,neutral
2025-04-13 16:39:01,neutral
2025-04-13 16:39:01,happy
2025-04-13 16:39:01,neutral
2025-04-13 16:39:01,neutral
2025-04-13 16:39:01,neutral
2025-04-13 16:39:02,neutral
2025-04-13 16:39:02,neutral
2025-04-13 16:39:02,neutral
2025-04-13 16:39:02,neutral
2025-04-13 16:39:02,neutral
2025-04-13 16:39:02,neutral
2025-04-13 16:39:02,neutral
2025-04-13 16:39:03,neutral
2025-04-13 16:39:03,neutral
2025-04-13 16:39:03,neutral
2025-04-13 16:39:03,neutral
2025-04-13 16:39:03,neutral
2025-04-13 16:39:03,neutral
2025-04-13 16:39:03,neutral
2025-04-13 16:39:03,neutral
2025-04-13 16:39:04,neutral
2025-04-13 16:39:04,neutral
2025-04-13 16:39:04,neutral
2025-04-13 16:39:04,neutral
2025-04-13 16:39:04,neutral
2025-04-13 16:39:04,neutral
2025-04-13 16:39:05,fear
2025-04-13 16:39:05,neutral
2025-04-13 16:39:05,sad
2025-04-13 16:39:05,fear
2025-04-13 16:39:05,fear
2025-04-13 16:39:06,sad
2025-04-13 16:39:06,sad
2025-04-13 16:39:07,sad
2025-04-13 16:39:07,sad
2025-04-13 16:39:07,sad
2025-04-13 16:39:08,sad
2025-04-13 16:39:08,neutral
2025-04-13 16:39:08,neutral
2025-04-13 16:39:08,neutral
2025-04-13 16:39:08,surprise
2025-04-13 16:39:08,fear
2025-04-13 16:39:08,fear
2025-04-13 16:39:09,fear
2025-04-13 16:39:09,fear
2025-04-13 16:39:09,fear
2025-04-13 16:39:09,surprise
2025-04-13 16:39:09,fear
2025-04-13 16:39:09,fear
2025-04-13 16:39:10,fear
2025-04-13 16:39:10,fear
2025-04-13 16:39:10,fear
2025-04-13 16:39:10,fear
2025-04-13 16:39:10,fear
2025-04-13 16:39:10,fear
2025-04-13 16:39:11,fear
2025-04-13 16:39:11,fear
2025-04-13 16:39:11,fear
2025-04-13 16:39:11,fear
2025-04-13 16:39:12,sad
2025-04-13 16:39:12,fear
2025-04-13 16:39:12,fear
2025-04-13 16:39:12,fear
2025-04-13 16:39:12,neutral
2025-04-13 16:39:12,neutral
2025-04-13 16:39:13,neutral
2025-04-13 16:39:13,neutral
2025-04-13 16:39:13,neutral
2025-04-13 16:39:13,neutral
2025-04-13 16:39:13,neutral
2025-04-13 16:39:13,neutral
2025-04-13 16:39:14,neutral
2025-04-13 16:39:14,neutral
2025-04-13 16:39:14,neutral
2025-04-13 16:39:14,neutral
2025-04-13 16:39:14,neutral
2025-04-13 16:39:14,neutral
2025-04-13 16:39:15,sad
2025-04-13 16:39:15,sad
2025-04-13 16:39:15,sad
2025-04-13 16:39:15,sad
2025-04-13 16:39:15,sad
2025-04-13 16:39:15,neutral
2025-04-13 16:39:16,neutral
2025-04-13 16:39:16,sad
2025-04-13 16:39:16,sad
2025-04-13 16:39:16,fear
2025-04-13 16:39:16,sad
2025-04-13 16:39:17,sad
2025-04-13 16:39:17,sad
2025-04-13 16:39:17,sad
2025-04-13 16:39:17,sad
2025-04-13 16:39:17,fear
2025-04-13 16:39:18,sad
2025-04-13 16:39:18,sad
2025-04-13 16:39:18,sad
2025-04-13 16:39:18,sad
2025-04-13 16:39:18,sad
2025-04-13 16:39:19,sad
2025-04-13 16:39:19,neutral
2025-04-13 16:39:19,sad
2025-04-13 16:39:19,sad
2025-04-13 16:39:20,neutral
2025-04-13 16:39:20,sad
2025-04-13 16:39:20,fear
2025-04-13 16:39:21,neutral
2025-04-13 16:39:21,neutral
2025-04-13 16:39:21,neutral
2025-04-13 16:39:21,neutral
2025-04-13 16:39:22,neutral
2025-04-13 16:39:22,neutral
2025-04-13 16:39:22,neutral
2025-04-13 16:39:23,neutral
2025-04-13 16:39:23,fear
2025-04-13 16:39:23,neutral
2025-04-13 16:39:24,neutral
2025-04-13 16:39:24,neutral
2025-04-13 16:39:24,neutral
2025-04-13 16:39:24,neutral
2025-04-13 16:39:24,neutral
2025-04-13 16:39:24,neutral
2025-04-13 16:39:25,neutral
2025-04-13 16:39:25,neutral
2025-04-13 16:39:25,neutral
2025-04-13 16:39:25,neutral
2025-04-13 16:39:25,neutral
2025-04-13 16:39:25,neutral
2025-04-13 16:39:26,sad
2025-04-13 16:39:26,neutral
2025-04-13 16:39:26,neutral
2025-04-13 16:39:26,neutral
2025-04-13 16:39:27,neutral
2025-04-13 16:39:27,neutral
2025-04-13 16:39:27,neutral
2025-04-13 16:39:27,neutral
2025-04-13 16:39:28,neutral
2025-04-13 16:39:28,neutral
2025-04-13 16:39:28,neutral
2025-04-13 16:39:28,neutral
2025-04-13 16:39:29,sad
2025-04-13 16:39:29,neutral
2025-04-13 16:39:29,neutral
2025-04-13 16:44:43,neutral
2025-04-13 16:44:43,neutral
2025-04-13 16:44:43,sad
2025-04-13 16:44:44,sad
2025-04-13 16:44:44,sad
2025-04-13 16:44:44,sad
2025-04-13 16:44:44,neutral
2025-04-13 16:44:44,sad
2025-04-13 16:44:44,sad
2025-04-13 16:44:44,sad
2025-04-13 16:44:44,neutral
2025-04-13 16:44:45,neutral
2025-04-13 16:44:45,neutral
2025-04-13 16:44:45,neutral
2025-04-13 16:44:45,neutral
2025-04-13 16:44:45,neutral
2025-04-13 16:44:45,sad
2025-04-13 16:44:45,neutral
2025-04-13 16:44:45,neutral
2025-04-13 16:44:45,neutral
2025-04-13 16:44:46,neutral
2025-04-13 16:44:46,neutral
2025-04-13 16:44:46,neutral
2025-04-13 16:44:46,sad
2025-04-13 16:44:46,sad
2025-04-13 16:44:46,neutral
2025-04-13 16:44:46,neutral
2025-04-13 16:44:46,neutral
2025-04-13 16:44:47,neutral
2025-04-13 16:44:47,neutral
2025-04-13 16:44:47,neutral
2025-04-13 16:44:47,sad
2025-04-13 16:44:47,fear
2025-04-13 16:44:47,neutral
2025-04-13 16:44:47,neutral
2025-04-13 16:44:48,sad
2025-04-13 16:44:48,neutral
2025-04-13 16:44:48,sad
2025-04-13 16:44:48,sad
2025-04-13 16:44:48,neutral
2025-04-13 16:44:48,sad
2025-04-13 16:44:48,sad
2025-04-13 16:44:48,neutral
2025-04-13 16:44:48,sad
2025-04-13 16:44:49,sad
2025-04-13 16:44:49,sad
2025-04-13 16:44:49,sad
2025-04-13 16:44:49,neutral
2025-04-13 16:44:49,neutral
2025-04-13 16:44:49,sad
2025-04-13 16:44:50,neutral
2025-04-13 16:44:50,neutral
2025-04-13 16:44:50,neutral
2025-04-13 16:44:50,sad
2025-04-13 16:44:50,neutral
2025-04-13 16:44:50,neutral
2025-04-13 16:44:50,neutral
2025-04-13 16:44:51,sad
2025-04-13 16:44:51,neutral
2025-04-13 16:44:51,sad
2025-04-13 16:44:51,neutral
2025-04-13 16:44:51,neutral
2025-04-13 16:44:51,sad
2025-04-13 16:44:51,neutral
2025-04-13 16:44:51,neutral
2025-04-13 16:44:51,neutral
2025-04-13 16:44:52,neutral
2025-04-13 16:44:52,neutral
2025-04-13 16:44:52,fear
2025-04-13 16:44:52,neutral
2025-04-13 16:44:52,neutral
2025-04-13 16:44:52,neutral
2025-04-13 16:44:52,neutral
2025-04-13 16:44:52,fear
2025-04-13 16:44:52,fear
2025-04-13 16:44:53,sad
2025-04-13 16:44:53,sad
2025-04-13 16:44:53,neutral
2025-04-13 16:44:53,neutral
2025-04-13 16:44:53,neutral
2025-04-13 16:44:53,neutral
2025-04-13 16:44:53,neutral
2025-04-13 16:44:53,neutral
2025-04-13 16:44:53,neutral
2025-04-13 16:44:54,neutral
2025-04-13 16:44:54,neutral
2025-04-13 16:44:54,neutral
2025-04-13 16:44:54,neutral
2025-04-13 16:44:54,neutral
2025-04-13 16:44:54,neutral
2025-04-13 16:44:54,neutral
2025-04-13 16:44:54,neutral
2025-04-13 16:44:54,neutral
2025-04-13 16:44:55,neutral
2025-04-13 16:44:55,neutral
2025-04-13 16:44:55,neutral
2025-04-13 16:44:55,happy
2025-04-13 16:44:55,fear
2025-04-13 16:44:55,sad
2025-04-13 16:44:55,sad
2025-04-13 16:44:55,neutral
2025-04-13 16:44:56,neutral
2025-04-13 16:44:56,neutral
2025-04-13 16:44:56,neutral
2025-04-13 16:44:56,sad
2025-04-13 16:44:56,neutral
2025-04-13 16:44:56,neutral
2025-04-13 16:44:56,neutral
2025-04-13 16:44:56,neutral
2025-04-13 16:44:56,neutral
2025-04-13 16:44:56,sad
2025-04-13 16:44:57,sad
2025-04-13 16:44:57,neutral
2025-04-13 16:44:57,neutral
2025-04-13 16:44:57,neutral
2025-04-13 16:44:57,neutral
2025-04-13 16:44:57,neutral
2025-04-13 16:44:57,neutral
2025-04-13 16:44:57,sad
2025-04-13 16:44:57,neutral
2025-04-13 16:44:58,neutral
2025-04-13 16:44:58,neutral
2025-04-13 16:44:58,neutral
2025-04-13 16:44:58,neutral
2025-04-13 16:44:58,sad
2025-04-13 16:44:58,neutral
2025-04-13 16:44:58,neutral
2025-04-13 16:44:58,neutral
2025-04-13 16:44:58,neutral
2025-04-13 16:44:59,neutral
2025-04-13 16:44:59,neutral
2025-04-13 16:44:59,neutral
2025-04-13 16:44:59,neutral
2025-04-13 16:44:59,neutral
2025-04-13 16:44:59,neutral
2025-04-13 16:44:59,fear
2025-04-13 16:44:59,sad
2025-04-13 16:45:00,sad
2025-04-13 16:45:00,neutral
2025-04-13 16:45:00,neutral
2025-04-13 16:45:00,neutral
2025-04-13 16:45:00,neutral
2025-04-13 16:45:00,neutral
2025-04-13 16:45:00,sad
2025-04-13 16:45:01,sad
2025-04-13 16:45:01,sad
2025-04-13 16:45:01,sad
2025-04-13 16:45:01,sad
2025-04-13 16:45:01,sad
2025-04-13 16:45:01,sad
2025-04-13 16:45:01,sad
2025-04-13 16:45:01,neutral
2025-04-13 16:45:01,neutral
2025-04-13 16:45:02,neutral
2025-04-13 16:45:02,neutral
2025-04-13 16:45:02,sad
2025-04-13 16:45:02,sad
2025-04-13 16:45:02,sad
2025-04-13 16:45:02,neutral
2025-04-13 16:45:02,neutral
2025-04-13 16:45:02,sad
2025-04-13 16:45:03,sad
2025-04-13 16:45:03,sad
2025-04-13 16:45:03,sad
2025-04-13 16:45:03,sad
2025-04-13 16:45:03,sad
2025-04-13 16:45:03,sad
2025-04-13 16:45:03,sad
2025-04-13 16:45:03,sad
2025-04-13 16:45:04,sad
2025-04-13 16:45:04,sad
2025-04-13 16:45:04,sad
2025-04-13 16:45:04,sad
2025-04-13 16:45:04,sad
2025-04-13 16:45:04,sad
2025-04-13 16:45:04,sad
2025-04-13 16:45:04,sad
2025-04-13 16:45:04,sad
2025-04-13 16:45:05,sad
2025-04-13 16:45:05,sad
2025-04-13 16:45:05,sad
2025-04-13 16:45:05,sad
2025-04-13 16:45:05,neutral
2025-04-13 16:45:05,neutral
2025-04-13 16:45:05,sad
2025-04-13 16:45:05,sad
2025-04-13 16:45:06,sad
2025-04-13 16:45:06,neutral
2025-04-13 16:45:06,neutral
2025-04-13 16:45:06,neutral
2025-04-13 16:45:06,neutral
2025-04-13 16:45:06,neutral
2025-04-13 16:45:06,neutral
2025-04-13 16:45:06,neutral
2025-04-13 16:45:07,neutral
2025-04-13 16:45:07,sad
2025-04-13 16:45:07,neutral
2025-04-13 16:45:07,sad
2025-04-13 16:45:07,sad
2025-04-13 16:45:07,sad
2025-04-13 16:45:07,neutral
2025-04-13 16:45:07,neutral
2025-04-13 16:45:08,sad
2025-04-13 16:45:08,sad
2025-04-13 16:45:08,neutral
2025-04-13 16:45:08,sad
2025-04-13 16:45:08,sad
2025-04-13 16:45:08,neutral
2025-04-13 16:45:08,neutral
2025-04-13 16:45:08,neutral
2025-04-13 16:45:09,neutral
2025-04-13 16:45:09,sad
2025-04-13 16:45:09,fear
2025-04-13 16:45:09,sad
2025-04-13 16:45:09,neutral
2025-04-13 16:45:09,neutral
2025-04-13 16:45:09,neutral
2025-04-13 16:45:09,neutral
2025-04-13 16:45:10,neutral
2025-04-13 16:45:10,neutral
2025-04-13 16:45:10,neutral
2025-04-13 16:45:10,neutral
2025-04-13 16:45:10,sad
2025-04-13 16:45:10,neutral
2025-04-13 16:45:10,neutral
2025-04-13 16:45:10,neutral
2025-04-13 16:45:11,neutral
2025-04-13 16:45:11,neutral
2025-04-13 16:45:11,sad
2025-04-13 16:45:11,sad
2025-04-13 16:45:11,neutral
2025-04-13 16:45:11,neutral
2025-04-13 16:45:11,neutral
2025-04-13 16:45:11,neutral
2025-04-13 16:45:12,sad
2025-04-13 16:45:12,neutral
2025-04-13 16:45:12,sad
2025-04-13 16:45:12,sad
2025-04-13 16:45:12,neutral
2025-04-13 16:45:12,sad
2025-04-13 16:45:12,neutral
2025-04-13 16:45:12,neutral
2025-04-13 16:45:13,neutral
2025-04-13 16:45:13,neutral
2025-04-13 16:45:13,neutral
2025-04-13 16:45:13,neutral
2025-04-13 16:45:13,neutral
2025-04-13 16:45:13,neutral
2025-04-13 16:45:13,neutral
2025-04-13 16:45:13,neutral
2025-04-13 16:45:14,sad
2025-04-13 16:45:14,neutral
2025-04-13 16:45:14,neutral
2025-04-13 16:45:14,neutral
2025-04-13 16:45:14,neutral
2025-04-13 16:45:14,sad
2025-04-13 16:45:14,neutral
2025-04-13 16:45:14,neutral
2025-04-13 16:45:15,neutral
2025-04-13 16:45:15,neutral
2025-04-13 16:45:15,neutral
2025-04-13 16:45:15,neutral
2025-04-13 16:45:15,neutral
2025-04-13 16:45:15,neutral
2025-04-13 16:45:15,fear
2025-04-13 16:45:15,sad
2025-04-13 16:45:15,sad
2025-04-13 16:45:16,sad
2025-04-13 16:45:16,neutral
2025-04-13 16:45:16,neutral
2025-04-13 16:45:16,neutral
2025-04-13 16:45:16,neutral
2025-04-13 16:45:16,neutral
2025-04-13 16:45:16,sad
2025-04-13 16:45:17,neutral
2025-04-13 16:45:17,neutral
2025-04-13 16:45:17,neutral
2025-04-13 16:45:17,fear
2025-04-13 16:45:17,sad
2025-04-13 16:45:17,sad
2025-04-13 16:45:17,sad
2025-04-13 16:45:18,sad
2025-04-13 16:45:18,sad
2025-04-13 16:45:18,sad
2025-04-13 16:45:18,sad
2025-04-13 16:45:18,sad
2025-04-13 16:45:18,sad
2025-04-13 16:45:18,sad
2025-04-13 16:45:18,sad
2025-04-13 16:45:19,sad
2025-04-13 16:45:19,sad
2025-04-13 16:45:19,sad
2025-04-13 16:45:19,sad
2025-04-13 16:45:19,sad
2025-04-13 16:45:19,sad
2025-04-13 16:45:19,sad
2025-04-13 16:45:20,sad
2025-04-13 16:45:20,sad
2025-04-13 16:45:20,sad
2025-04-13 16:45:20,sad
2025-04-13 16:45:20,sad
2025-04-13 16:45:20,sad
2025-04-13 16:45:20,sad
2025-04-13 16:45:21,sad
2025-04-13 16:45:21,sad
2025-04-13 16:45:21,sad
2025-04-13 16:45:21,sad
2025-04-13 16:45:21,fear
2025-04-13 16:45:21,sad
2025-04-13 16:45:21,sad
2025-04-13 16:45:21,sad
2025-04-13 16:45:22,sad
2025-04-13 16:45:22,sad
2025-04-13 16:45:22,sad
2025-04-13 16:45:22,sad
2025-04-13 16:45:22,sad
2025-04-13 16:45:22,sad
2025-04-13 16:45:22,sad
2025-04-13 16:45:22,sad
2025-04-13 16:45:22,sad
2025-04-13 16:45:23,sad
2025-04-13 16:45:23,sad
2025-04-13 16:45:23,sad
2025-04-13 16:45:23,sad
2025-04-13 16:45:23,sad
2025-04-13 16:45:23,sad
2025-04-13 16:45:23,sad
2025-04-13 16:45:23,sad
2025-04-13 16:45:24,sad
2025-04-13 16:45:24,sad
2025-04-13 16:45:24,sad
2025-04-13 16:45:24,sad
2025-04-13 16:45:24,sad
2025-04-13 16:45:24,sad
2025-04-13 16:45:24,sad
2025-04-13 16:45:24,sad
2025-04-13 16:45:24,sad
2025-04-13 16:45:25,sad
2025-04-13 16:45:25,sad
2025-04-13 16:45:25,sad
2025-04-13 16:45:25,sad
2025-04-13 16:45:25,sad
2025-04-13 16:45:25,sad
2025-04-13 16:45:25,sad
2025-04-13 16:45:25,sad
2025-04-13 16:45:25,sad
2025-04-13 16:45:26,sad
2025-04-13 16:45:26,sad
2025-04-13 16:45:26,sad
2025-04-13 16:45:26,sad
2025-04-13 16:45:26,sad
2025-04-13 16:45:26,sad
2025-04-13 16:45:26,neutral
2025-04-13 16:45:27,sad
2025-04-13 16:45:27,sad
2025-04-13 16:45:27,sad
2025-04-13 16:45:27,sad
2025-04-13 16:45:27,sad
2025-04-13 16:45:27,neutral
2025-04-13 16:45:27,sad
2025-04-13 16:45:27,neutral
2025-04-13 16:45:27,sad
2025-04-13 16:45:28,sad
2025-04-13 16:45:28,sad
2025-04-13 16:45:28,sad
2025-04-13 16:45:28,sad
2025-04-13 16:45:28,sad
2025-04-13 16:45:28,sad
2025-04-13 16:45:28,sad
2025-04-13 16:45:28,sad
2025-04-13 16:45:28,sad
2025-04-13 16:45:29,sad
2025-04-13 16:45:29,sad
2025-04-13 16:45:29,sad
2025-04-13 16:45:29,sad
2025-04-13 16:45:29,sad
2025-04-13 16:45:29,sad
2025-04-13 16:45:29,sad
2025-04-13 16:45:29,sad
2025-04-13 16:45:30,sad
2025-04-13 16:45:30,sad
2025-04-13 16:45:30,sad
2025-04-13 16:45:30,sad
2025-04-13 16:45:30,sad
2025-04-13 16:45:30,sad
2025-04-13 16:45:30,sad
2025-04-13 16:45:30,sad
2025-04-13 16:45:30,sad
2025-04-13 16:45:31,fear
2025-04-13 16:45:31,neutral
2025-04-13 16:45:31,neutral
2025-04-13 16:45:31,sad
2025-04-13 16:45:31,neutral
2025-04-13 16:45:31,neutral
2025-04-13 16:45:31,sad
2025-04-13 16:45:31,sad
2025-04-13 16:45:32,sad
2025-04-13 16:45:32,sad
2025-04-13 16:45:32,sad
2025-04-13 16:45:32,sad
2025-04-13 16:45:32,sad
2025-04-13 16:45:32,sad
2025-04-13 16:45:32,sad
2025-04-13 16:45:32,sad
2025-04-13 16:45:33,sad
2025-04-13 16:45:33,sad
2025-04-13 16:45:33,sad
2025-04-13 16:45:33,sad
2025-04-13 16:45:33,sad
2025-04-13 16:45:33,neutral
2025-04-13 16:45:33,neutral
2025-04-13 16:45:33,sad
2025-04-13 16:45:34,neutral
2025-04-13 16:45:34,sad
2025-04-13 16:45:34,neutral
2025-04-13 16:45:34,neutral
2025-04-13 16:45:34,sad
2025-04-13 16:45:34,sad
2025-04-13 16:45:34,sad
2025-04-13 16:45:34,sad
2025-04-13 16:45:35,neutral
2025-04-13 16:45:35,sad
2025-04-13 16:45:35,neutral
2025-04-13 16:45:35,sad
2025-04-13 16:45:35,sad
2025-04-13 16:45:35,sad
2025-04-13 16:45:35,sad
2025-04-13 16:45:35,sad
2025-04-13 16:45:35,neutral
2025-04-13 16:45:36,sad
2025-04-13 16:45:36,sad
2025-04-13 16:45:36,neutral
2025-04-13 16:45:36,sad
2025-04-13 16:45:36,sad
2025-04-13 16:45:36,sad
2025-04-13 16:45:36,sad
2025-04-13 16:45:36,sad
2025-04-13 16:45:36,sad
2025-04-13 16:45:37,neutral
2025-04-13 16:45:37,neutral
2025-04-13 16:45:37,neutral
2025-04-13 16:45:37,neutral
2025-04-13 16:45:37,neutral
2025-04-13 16:45:37,neutral
2025-04-13 16:45:37,neutral
2025-04-13 16:45:37,neutral
2025-04-13 16:45:38,neutral
2025-04-13 16:45:38,sad
2025-04-13 16:45:38,neutral
2025-04-13 16:45:38,neutral
2025-04-13 16:45:38,sad
2025-04-13 16:45:38,sad
2025-04-13 16:45:38,neutral
2025-04-13 16:45:38,neutral
2025-04-13 16:45:38,neutral
2025-04-13 16:45:39,sad
2025-04-13 16:45:39,neutral
2025-04-13 16:45:39,sad
2025-04-13 16:45:39,neutral
2025-04-13 16:45:39,neutral
2025-04-13 16:45:39,neutral
2025-04-13 16:45:39,neutral
2025-04-13 16:45:39,neutral
2025-04-13 16:45:39,neutral
2025-04-13 16:45:40,neutral
2025-04-13 16:45:40,sad
2025-04-13 16:45:40,neutral
2025-04-13 16:45:40,neutral
2025-04-13 16:45:40,neutral
2025-04-13 16:45:40,neutral
2025-04-13 16:45:40,neutral
2025-04-13 16:45:40,neutral
2025-04-13 16:45:40,neutral
2025-04-13 16:45:41,neutral
2025-04-13 16:45:41,neutral
2025-04-13 16:45:41,neutral
2025-04-13 16:45:41,neutral
2025-04-13 16:45:41,neutral
2025-04-13 16:45:41,neutral
2025-04-13 16:45:41,neutral
2025-04-13 16:45:41,neutral
2025-04-13 16:45:42,neutral
2025-04-13 16:45:42,neutral
2025-04-13 16:45:42,neutral
2025-04-13 16:45:42,neutral
2025-04-13 16:45:42,neutral
2025-04-13 16:45:42,neutral
2025-04-13 16:45:42,neutral
2025-04-13 16:45:43,fear
2025-04-13 16:45:43,fear
2025-04-13 16:45:43,neutral
2025-04-13 16:45:43,neutral
2025-04-13 16:45:43,sad
2025-04-13 16:45:43,sad
2025-04-13 16:45:43,sad
2025-04-13 16:45:43,neutral
2025-04-13 16:45:43,sad
2025-04-13 16:45:44,neutral
2025-04-13 16:45:44,sad
2025-04-13 16:45:44,neutral
2025-04-13 16:45:44,fear
2025-04-13 16:45:44,sad
2025-04-13 16:45:44,neutral
2025-04-13 16:45:45,fear
2025-04-13 16:45:45,fear
2025-04-13 16:45:45,fear
2025-04-13 16:45:45,fear
2025-04-13 16:45:45,neutral
